OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
1548,Hillsborough,10,Pepin Memorial Road,"That portion of S.R. 583/56th Street between S.R. 574/E. Dr. Martin Luther King, Jr., Boulevard and Harney Road in Hillsborough County is designated as ""Pepin Memorial Road.""",SR-583,CS/SB 382,2018/07/01 05:00:00+00,2018,7,,,,,,,864,,0,f270f910-13d2-4acb-b4f7-9ec8e866a666,1273.38990535434,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Spike_Mendelsohn,no,1978-09-21,Found,50,TRUE,seq=5.7; last-mismatch:-4; human:+40; fl:+10,"Spike Mendelsohn is an American chef and restaurateur born on September 21, 1978, best known for co-founding the fast-casual burger chain Good Stuff Eatery and appearing as a contestant on Top Chef (Season 4). He gained further recognition for creating the Prez Obama Burger, a signature dish named after former U.S. President Barack Obama, who visited his restaurant in 2009. Mendelsohn has been active in culinary media, including TV appearances and cookbook publications, while also engaging in food-related activism. His work bridges gourmet cooking with accessible dining, making him a notable figure in modern American cuisine.","['The Culinary Institute of America (CIA), Bachelor of Professional Studies (BPS) in Culinary Arts', 'University of Michigan, (attended, no degree specified)']",,"Washington, D.C., United States",not found,male,no,no,no,no,Pepin
1549,Hillsborough,10,Stevie LaDue Giving Hope Highway,"That portion of Bruce B. Downs Boulevard between Cypress Preserve Drive and Amberly Drive in Hillsborough County is designated as ""Stevie LaDue Giving Hope Highway.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,,,,,,,865,,0,e7e6d3fe-76ae-4cc3-905a-f20228aa7d45,3214.78585441419,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Barry_Jenkins,no,1979-11-19,Found,55,TRUE,seq=3.2; last-mismatch:-4; human:+40; fl:+10; us:+5,"Barry Jenkins is an American filmmaker born on November 19, 1979, in Miami, Florida. He is best known for directing the critically acclaimed film Moonlight (2016), which won the Academy Award for Best Picture. Jenkins also directed If Beale Street Could Talk (2018), earning further praise for his storytelling and visual style. His work often explores themes of identity, race, and human connection, establishing him as a significant voice in contemporary cinema.","['Florida State University, College of Motion Picture Arts, BFA', 'Florida State University, College of Motion Picture Arts, MFA']",,"Miami, Florida, United States",not found,male,no,no,no,no,Stevie LaDue Giving Hope
1550,Hillsborough,10,Sun City Center Boulevard,"That portion of S.R. 674 in Hillsborough County from U.S. Highway 301 westward to Cypress Creek is designated as ""Sun City Center Boulevard.""",SR-674,CS/HB 751,1988/05/12 05:00:00+00,1988,7,,,,,,,866,,0,b8968e84-8a75-4c2e-9213-2109f502a537,3771.76829026069,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jane_Davis_Doggett,no,1929-01-01,Found,55,TRUE,seq=4.8; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jane Davis Doggett (1929–2023) was an American graphic designer renowned for pioneering modern wayfinding systems in airports and public spaces. Her innovative work in environmental graphic design transformed how people navigate complex environments, with notable projects including signage for major U.S. airports in the 1960s–70s. Doggett authored influential books on design and co-founded the Society for Environmental Graphic Design (SEGD), shaping the field’s professional standards. She passed away at age 94, leaving a lasting legacy in visual communication and user-centered design.","['Yale University, Bachelor of Arts (1951)', 'Yale University, Master of Fine Arts (1953)']",2023-09-10,"Greensboro, North Carolina, United States","West Palm Beach, Florida, United States",female,no,no,no,no,Sun City Center
1551,Hillsborough,10,Trooper Kenneth E. Flynt Highway,"U.S. Highway 41 (S.R. 45) from C.R. 672 (Big Bend Road) to the Little Manatee River in Hillsborough County is designated as the ""Trooper Kenneth E. Flynt Highway.""",,CS/HB 2439,1992/04/08 05:00:00+00,1992,7,,,,,,,867,,0,8fbbbeef-47fa-4bba-aa4a-71412a2072bd,14406.4362950113,Trooper Kenneth E. Flynt,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/4962-trooper-kenneth-e-flynt,Trooper Kenneth E. Flynt,52,19 years,Not available,Gunfire,Gun; Unknown type,"KENNETH E. FLYNT Trooper Kenneth Flynt was shot and killed while attempting to stop a robbery at 508 South Florida Circle in Apollo Beach while off duty. An armed robber attempted to steal a vehicle from a neighbor of Trooper Flynt. The victim ran to Trooper Flynt's home for help, with the suspect chasing her. As Trooper Flynt tried to take action, he was shot and killed. The suspect was convicted of first-degree murder and sentenced to death on May 14, 1976. On March 17, 1977, he was found dead from a drug overdose in his cell at the Florida Penitentiary. Trooper Flynt had served with the Florida Highway Patrol for 19 years. He was survived by his wife and two daughters.","BIO Age 52 Tour 19 years Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Gun; Unknown type Offender Died in prison Off Duty, Robbery Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Gun; Unknown type Offender Died in prison,https://en.wikipedia.org/wiki/Ruskin%2C_Florida,no,,Found,15.2,TRUE,seq=6.2; last-mismatch:-4; fl:+10; us:+5,"Ruskin is an unincorporated census-designated place located in Hillsborough County, Florida, United States. Founded in the early 20th century, it was named after the British author and social critic John Ruskin. The area is known for its agricultural roots, particularly in tomato farming, and its proximity to Tampa Bay. Today, Ruskin is a growing community with a mix of residential, industrial, and cultural attractions, including an Amazon fulfillment center and annual events like The Big Draw.",,,not found,not found,not found,no,no,no,no,Trooper Kenneth E. Flynt
1552,Hillsborough,10,Veterans Expressway,"The expressway in northwest Hillsborough County, that runs from the Tampa airport north through the county to intersect with I-75 near the Pasco County line, is designated as ""Veterans Expressway.""",,CS/HB 2439,1992/04/08 05:00:00+00,1992,7,,,,,,,868,,0,4b4ab4be-b09f-429c-a2fb-5fc473bff8e9,29408.0097864042,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jeff_Miller_%28Florida_politician%29,no,1959-06-27,Found,55.3,TRUE,seq=6.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jeff Miller is an American politician born on June 27, 1959, in Chattanooga, Tennessee. He served as a member of the Florida House of Representatives from 2001 to 2002 and later as a U.S. Representative for Florida's 1st congressional district from 2001 to 2017. A member of the Republican Party, Miller was known for his work on veterans' affairs, chairing the House Committee on Veterans' Affairs during his tenure. His political career spanned over 16 years in the U.S. Congress, where he focused on defense and military-related legislation.","['University of Florida, Bachelor of Science in Business Administration', 'University of Florida, Master of Business Administration']",,"Chattanooga, Tennessee, United States",not found,male,no,yes,yes,no,Veterans
1553,Hillsborough,10,W. Howard Frankland Bridge,"The bridge across Tampa Bay in Hillsborough County, Florida, known as the Midbay Bridge, is designated as the ""W. Howard Frankland Bridge.""",,SB 110,1957/05/16 05:00:00+00,1957,7,,,,,,,869,,0,e39fbf82-9bf8-4461-9e5a-38e16fb27808,5478.82989119181,,,,,,,,,,,,,https://en.wikipedia.org/wiki/William_Howard_Frankland,no,,Found,55,TRUE,seq=16.7; human:+40; fl-miss:-10; us:+5,"The provided content describes the Howard Frankland Bridge, not a person named William Howard Frankland. The bridge is a major crossing over Tampa Bay in Florida, connecting Tampa and St. Petersburg. It was named after William Howard Frankland, though no biographical details about him were provided in the content. The bridge itself is notable for its historical significance in regional transportation and infrastructure development.",,,not found,not found,not found,no,no,no,no,W. Howard Frankland
1554,Hillsborough,10,W. T. Williams Bridge,"The bridge that spans the Alafia River at U.S. Highway 301 is designated as the ""W. T. Williams Bridge.""",US-301,SB 1237,1989/07/05 05:00:00+00,1989,7,,,,,,,870,,0,e4a2e794-f62f-466b-a3b2-7ed5f1b05692,168.245903009726,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jimbo_Fisher,no,1965-10-09,Found,55,TRUE,seq=4.6; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jimbo Fisher is an American college football coach born on October 9, 1965, known for his successful tenure as head coach at Florida State and Texas A&M. He led Florida State to a national championship in 2013 and earned multiple ACC Coach of the Year honors during his time there. Fisher transitioned to Texas A&M in 2018, continuing his career as a prominent figure in NCAA football coaching. His contributions to the sport have solidified his reputation as one of the top coaches in modern college football history.","[""Samford University, Bachelor's Degree in Physical Education"", ""Florida State University, Master's Degree in Sports Administration""]",,"Clarksburg, West Virginia, United States",not found,male,yes,no,no,no,W. T. Williams
1555,Multiple Counties,0,"Deputy John C. Mecklenburg Memorial Highway
","That portion of U.S. Highway 41/S.R. 45 between S.R. 50 in Hernando County and S.R. 52 in Pasco County is designated as ""Deputy John C. Mecklenburg Memorial Highway.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,7,,,,,,,871,,1,2b23e3e8-9343-4d9b-9fe8-8e5064aca5e8,30557.6075322779,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Frank_Polk,no,1871-09-13,Found,35,TRUE,seq=3.3; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Frank Lyon Polk was an American diplomat and lawyer born on September 13, 1871. He served as Under Secretary of State from 1919 to 1920 and was a key advisor during World War I, notably participating in the Paris Peace Conference. Polk also acted as counselor for the U.S. Department of State and played a significant role in shaping early 20th-century American foreign policy. He died on February 7, 1943, leaving a legacy in international diplomacy and law.","['Yale University, BA (1894)', 'Columbia Law School, LLB (1897)']",1943-02-07,"New York City, New York, USA","New York City, New York, USA",male,no,yes,no,no,Deputy John C. Mecklenburg
1556,Multiple Counties,0,Nature Coast Trail,"That portion of U.S. Highway 19 from Pasco County and Hernando County line north to the northern city limit of Perry, Florida is designated as the ""Nature Coast Trail.""",US-19,SB 1156,1996/05/07 05:00:00+00,1996,7,,,,,,,872,,0,fdca01cf-177c-41aa-9068-c0e4fdcb0750,276837.223699934,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nature_Coast,no,,Found,30,TRUE,seq=20.0; fl:+10,"The provided content describes the Nature Coast region in Florida rather than a biographical subject. It highlights attractions across eight counties including Citrus, Hernando, and Levy, known for natural landscapes and outdoor activities. No individual person is referenced, so no birth/death dates, professions, or achievements apply. The region is significant for its ecological diversity and tourism appeal in northern Florida.",,,not found,not found,not found,no,no,no,no,Nature Coast
1557,Multiple Counties,0,Paul S. Buchman Highway,"That the portion of S.R. 39 from I-4 near Plant City in Hillsborough County to U.S. Highway 301 in Zephryhills in Pasco County is designated as the ""Paul S. Buchman Highway.""",SR-39,HB 1079,1994/03/28 05:00:00+00,1994,7,,,,,,,873,,0,4e02acde-b72a-48b0-989a-6872de92f701,24276.4615229601,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Michael_Mizrachi,no,1981-01-05,Found,55.5,TRUE,seq=6.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Michael Mizrachi, commonly known as 'The Grinder,' is a professional poker player born on January 5, 1981. He is best known for his success in high-stakes tournaments, including winning three World Series of Poker (WSOP) bracelets and a World Poker Tour (WPT) title. Mizrachi has earned over $18 million in live tournament winnings, establishing himself as one of the most accomplished players in poker history. His expertise spans both live and online poker, with notable achievements in cash games and major tournament series.",,,"North Miami Beach, Florida, United States",not found,male,yes,no,no,no,Paul S. Buchman
1558,Pasco,14,Agent John Van Waters Memorial Highway,"That portion of U.S. Highway 98 between U.S. Highway 301 and the Pasco-Polk County line in Pasco County is designated as ""Agent John Van Waters Memorial Highway.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,7,,,,,,,874,,0,0e99a896-9652-4e52-8ec6-709dd61747d6,14926.3880125328,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Andrew_Gillum,no,1979-07-26,Found,55,TRUE,seq=3.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Andrew Gillum is an American politician born on July 26, 1979, in Miami, Florida. He served as the mayor of Tallahassee from 2014 to 2018 and was the Democratic nominee for Governor of Florida in the 2018 election. Gillum was the youngest person ever elected to the Tallahassee City Commission at age 23 and later became known for his progressive policies. His political career has been marked by both achievements and controversies, including investigations into corruption allegations during his tenure as mayor.","['Florida Agricultural and Mechanical University (FAMU), Bachelor of Arts in Political Science']",,"Miami, Florida, United States",not found,male,no,yes,no,no,Agent John Van Waters
1559,Pasco,14,Captain Charles 'Bo' Harrison Memorial Highway,"That portion of U.S. Highway 301 in Pasco County, is designated as ""Captain Charles 'Bo' Harrison Memorial Highway.""",,HB 9,2004/05/13 05:00:00+00,2004,7,,,,,,,875,,0,17f76f95-68df-4cf2-a445-2605e7ba6ed0,41188.2787731779,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ernie_Hudson,no,1945-12-17,Found,55.8,TRUE,seq=6.8; last-mismatch:-4; human:+40; fl:+10; us:+5,"Ernie Hudson is an American actor born on December 17, 1945, best known for his iconic role as Winston Zeddemore in the Ghostbusters film series. Beginning his career in theater, he transitioned to television and film, earning acclaim for performances in projects like The Crow, Oz, and Miss Congeniality. A versatile character actor, Hudson has contributed to over 200 films, TV shows, and video games across a career spanning five decades. His work has cemented his status as a respected figure in Hollywood, particularly in sci-fi, action, and comedy genres.","['Wayne State University, Detroit, Michigan', 'Bachelor of Arts in Drama', 'Yale School of Drama (MFA program)', 'Western Michigan University (early studies)']",,"Benton Harbor, Michigan, United States",not found,male,no,no,no,no,Captain Charles 'Bo' Harrison
1560,Pasco,14,Constable Arthur Fleece Crenshaw Memorial Highway,"That portion of U.S. Highway 98 between U.S. Highway 301 and the Pasco-Hernando County line in Pasco County is designated as ""Constable Arthur Fleece Crenshaw Memorial Highway.""",US-98,CS/SB 1604,2008/07/01 05:00:00+00,2008,7,,,,,,,876,,0,ff842ae8-6962-4325-9e46-945759dcd25c,3373.53155276224,Constable Arthur Fleece Crenshaw,https://www.odmp.org/agency/3033-pasco-county-sheriffs-office-florida,https://www.odmp.org/officer/3610-constable-arthur-fleece-crenshaw,Constable Arthur Fleece Crenshaw,32,Not available,Not available,Gunfire,Shotgun,"ARTHUR FLEECE CRENSHAW Constable Arthur Crenshaw and Federal Prohibition Agent John Waters, of the United States Treasury Department, were shot and killed while investigating illegal stills in Pasco County, Florida. They were shot from ambush as they sat in their car. Six men, five of them brothers, were arrested and charged with both murders. All were tried, but none were convicted. One was shot and killed on February 24th, 1925, by officers raiding a liquor still near the site where Constable Crenshaw and Agent Waters were killed. Constable Crenshaw was survived by his wife, son, mother, and brother. He is buried in Trilby Cemetery, Trilby, Pasco County, Florida.","BIO Age 32 Tour Not available Badge Not available INCIDENT DETAILS Cause Gunfire Weapon Shotgun Offender Apprehended Alcohol Violation, Ambush Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Shotgun Offender Apprehended,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Constable Arthur Fleece Crenshaw
1561,Pasco,14,Darce Taylor Crist Boulevard,"That portion of S.R. 56 from S.R. 581, Bruce B. Downs Boulevard, on the east to S.R. 54 on the west is designated as the ""Darce Taylor Crist Boulevard.""",SR-56,CS/SB 1994,2003/06/02 05:00:00+00,2003,7,,,,,,,877,,0,df183784-aeb0-48f1-a3fb-2ec3eddba986,5409.20793592808,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Darce Taylor Crist
1562,Pasco,14,Darce Taylor Crist Highway,"Highway 54 from Suncoast Parkway to U.S. 19 in New Port Richey is designated as ""Darce Taylor Crist Highway.""",SR-54,CS/SB 1958,2003/06/10 05:00:00+00,2003,7,,,,,,,878,,0,a824dc9f-be5b-435a-bccf-eaf53591eafd,23637.8792483059,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Darce Taylor Crist
1563,Pasco,14,Father Felix Ullrich Bridge,"State Bridge 140067 located on S.R. 54 in Pasco County is designated as the ""Father Felix Ullrich Bridge.""",,CS/HB 3065,1998/05/31 05:00:00+00,1998,7,,,,,,,879,,0,d74cf492-5cf9-47c9-bd9f-551335b1a7d5,271.416854703453,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Katie_Kitching,no,,Found,57.2,TRUE,seq=8.2; last-mismatch:-4; human:+40; fl:+10; us:+5,"Katie Kitching is an English professional footballer known for her role as a left-back or winger. Born in the late 20th century, she has played for clubs in England’s top women’s leagues and represented England at youth international levels. Her career includes notable stints with teams like Durham Women FC and contributions to England’s U-19 and U-23 squads. Kitching is recognized for her technical skills, crossing ability, and versatility on the field.",,,not found,not found,female,yes,no,no,no,Father Felix Ullrich
1564,Pasco,14,John Van Waters Memorial Highway,"That portion of S.R. 35 from C.R. 35A north to the Pasco County line in Pasco County is designated as ""John Van Waters Memorial Highway.""",,HB 121,2006/07/01 05:00:00+00,2006,7,,,,,,,880,,0,eae76035-ae5a-4196-b7fb-347887a74975,15517.7634685718,,,,,,,,,,,,,https://en.wikipedia.org/wiki/John_Rutherford_%28Florida_politician%29,no,1952-09-02,Found,67.7,TRUE,seq=10.7; last-mismatch:-4; human:+40; fl:+10; us:+5,"John Rutherford is an American politician born on September 2, 1952, in Omaha, Nebraska. He served as the Sheriff of Jacksonville, Florida, from 2003 to 2015 before transitioning to national politics. Rutherford was elected to the U.S. House of Representatives in 2016, representing Florida's 4th congressional district as a Republican. His career has been marked by a focus on law enforcement, public safety, and conservative policy initiatives.","['Florida Junior College (now Florida State College at Jacksonville)', 'Associate of Arts', 'Florida State University', 'Bachelor of Science in Criminology']",,"Omaha, Nebraska, United States",not found,male,no,yes,no,no,John Van Waters
1565,Pasco,14,Purple Heart Highway,"That portion of S.R. 54 within Pasco County is designated as the ""Purple Heart Highway.""",SR-54,SB 292,1996/04/22 05:00:00+00,1996,7,,,,,,,881,,0,925e910d-853c-414a-8d72-e6d5e8060f46,69831.0226584851,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_R._Norris,no,1944-01-14,Found,50,TRUE,seq=4.3; last-mismatch:-4; human:+40; fl:+10,"Thomas R. Norris was a highly decorated United States Navy SEAL and later an FBI agent, born on January 14, 1944. He is best known for his heroic actions during the Vietnam War, particularly the 1972 ground rescue of two downed pilots behind enemy lines, for which he received the Medal of Honor. Norris also conducted critical intelligence-gathering missions and was one of the most celebrated SEALs of his era. After his military career, he transitioned to law enforcement, serving in the FBI until his retirement in 1979 due to injuries sustained in combat.","['University of Maryland, College Park', 'Bachelor of Science in Sociology']",,"Jacksonville, Florida, United States",not found,male,no,no,yes,no,Purple Heart
1566,Pasco,14,Schrader Memorial Highway,"That portion of S.R. 52, extending from Dade City, Florida, on the east, to Bayonet Point on the west in Pasco County is designated as ""Schrader Memorial Highway.""",,HB 305,1959/05/02 05:00:00+00,1959,7,,,,,,,882,,0,e063d520-1fde-460b-b55d-154b4dec8ca2,61048.6492764822,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ken_Schrader,no,1955-05-29,Found,55,TRUE,seq=16.0; human:+40; fl-miss:-10; us:+5,"Ken Schrader is an American former professional stock car racing driver born May 29, 1955, in Fenton, Missouri. He is best known for his career in NASCAR, where he competed in the Cup Series from 1984 to 2013, earning four wins and 64 top-ten finishes. Schrader also raced in the IndyCar Series, ARCA, and various dirt track competitions, showcasing his versatility across motorsports. Though retired from full-time racing, he remains a respected figure in the sport and continues to participate in select events and racing promotions.",,,"Fenton, Missouri, United States",not found,male,yes,no,no,no,Schrader
1567,Pasco,14,State Trooper James Crooks Highway,"That portion of S.R. 54 in Pasco County, 1 mile east and 1 mile west of the intersection of S.R. 54 and I-75 is designated as the ""State Trooper James Crooks Highway.""",SR-54,CS/SB 82,1999/06/11 05:00:00+00,1999,7,,,,,,,883,,0,fad99d6f-d8c7-4a4b-b11a-33855220d761,3680.19015467821,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Howard_B._Cushing,no,1838-01-01,Found,35,TRUE,seq=4.7; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Howard B. Cushing was a United States Army officer born in 1838 who served during the American Indian Wars. He is best known for his controversial ambush of an Apache camp in 1871, which led to his death in the subsequent Cushing Massacre. His military career included service in the Civil War and later campaigns against Native American tribes in the Southwest. Cushing's death became a symbol of the violent conflicts between U.S. forces and Apache warriors during westward expansion.",,1871-05-01,not found,"Whetstone Mountains, Arizona, United States",male,no,no,yes,no,State Trooper James Crooks
1568,Pinellas,15,Bob Graham/Sunshine Skyway Bridge,"The Sunshine Skyway Bridge over Tampa Bay is designated as the ""Bob Graham/Sunshine Skyway Bridge.""",,HB 385,2005/07/01 05:00:00+00,2005,7,,,,,,,884,,0,79d4a5bf-ba7e-41fa-a97b-7496740293c9,7540.45954008288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Pinellas,15,Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge,"That portion of S.R. 682 (Pinellas Bayway) from S.R. 699 (Gulf Boulevard) to U.S. 19 in Pinellas County is designated as ""Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge.""",,HB 5,2010/07/01 05:00:00+00,2010,7,Pinellas Bayway,,,,,,885,,0,80f1a728-3a3c-47ef-bf6a-02676b3de237,6769.71046088408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Pinellas,15,Corey Causeway,"That portion of S.R. 693 that extends from S.R. 699, Blind Pass Road to Matthews Road is designated as ""Corey Causeway.""",SR-693,SB 808,1996/04/22 05:00:00+00,1996,7,,,,,,,886,,0,162e8abd-9395-49a4-ac27-90aca8a4fcbe,1831.19739291658,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Corey_Hill,no,,Found,70.3,TRUE,seq=13.3; last-mismatch:-4; human:+40; fl:+10; us:+5,"Corey Hill was an American mixed martial artist best known for competing in The Ultimate Fighter reality series and the Ultimate Fighting Championship (UFC). Born in the United States, he began his MMA career in the mid-2000s and gained recognition for his welterweight fights. Hill made a brief comeback after his UFC tenure but tragically died in 2015 following a motorcycle accident. His legacy remains tied to his contributions to early MMA and his appearances in prominent fighting organizations.",,2015-06-06,not found,not found,male,yes,no,no,no,Corey
1571,Pinellas,15,Dr. Edward Cole Highway,"That portion of I-175 in Pinellas County between I-275 and 4th Street is designated as ""Dr. Edward Cole Highway.""",I-175,HB 5,2010/07/01 05:00:00+00,2010,7,,,,,,,887,,0,001a5ae3-4c19-4491-8bba-d1fbc294d815,2335.13444402649,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Gerard_John_Schaefer,no,1946-03-25,Found,57,TRUE,seq=8.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Gerard John Schaefer was an American serial killer and former police officer born on March 25, 1946. He was convicted in 1973 for the murders of two teenage girls in Florida, though he is suspected of killing many more victims during the late 1960s and early 1970s. Before his criminal activities, Schaefer worked as a teacher and briefly served as a deputy sheriff in Martin County, Florida. He died in prison on December 3, 1995, while serving two consecutive life sentences for his crimes.","[""St. Joseph's High School (Westchester, New York)"", 'Fairleigh Dickinson University (New Jersey)', 'University of Florida (Gainesville, Florida)']",1995-12-03,"Westchester, New York, United States","Raiford, Florida, United States",male,no,no,no,no,Dr. Edward Cole
1572,Pinellas,15,Eisenhower Boulevard,"That portion of U.S. Highway 19 in Pinellas County running from the Pasco County line to the William Ennels Dean, Jr., Bridge is designated as ""Eisenhower Boulevard.""",,SB 208,1972/07/01 05:00:00+00,1972,7,,,,,,,888,,0,97447c4d-14dc-462f-9d51-67d0d684b216,69090.9762971072,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Claude_Pepper,no,1900-09-08,Found,56,TRUE,seq=7.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Claude Pepper was an American politician born on September 8, 1900, who served as a U.S. Senator and later as a Representative from Florida. Known for his progressive views, he championed social welfare programs like Social Security and Medicare during his lengthy career. Pepper was a prominent figure in the Democratic Party, advocating for the elderly and civil rights. He passed away on May 30, 1989, leaving a legacy as one of Florida’s most influential political leaders.","['University of Alabama, Bachelor of Arts', 'Harvard Law School, Bachelor of Laws (LL.B)']",1989-05-30,"Dudleyville, Alabama, United States","Washington, D.C., United States",male,no,yes,no,no,Eisenhower
1573,Pinellas,15,Madeira Beach Causeway and Madeira Beach Bridge,"That portion of S.R. 666 which crosses Boca Ciega Bay in Pinellas County, is designated as ""Madiera Beach Causeway and Madeira Beach Bridge.""",,SB 915,1963/06/05 05:00:00+00,1963,7,,,,,,,889,,0,9614c179-b304-4dcd-a058-1a29ac41c2ad,261.017009049605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Pinellas,15,"Officer Charles 'Charlie K' Kondek, Jr., Memorial Highway","That portion of U.S. 19A/S.R. 595 between Tarpon Avenue and the Pasco County line in Pinellas County is designated as ""Officer Charles 'Charlie K' Kondek, Jr., Memorial Highway.""",,HB 1169,2017/07/01 05:00:00+00,2017,7,,,,,,,890,,1,b1db9d4b-76bb-4c73-9232-d0027bac04dc,3687.91310657748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Pinellas,15,P.E. 'Gene' Carpenter Memorial Highway,"That portion of S.R. 679/Pinellas Bayway South from north of the Pedestrian Crossing to S.R. 682/Pinellas Bayway South in Pinellas County is designated as ""P.E. 'Gene' Carpenter Memorial Highway.""",SR-679,CS/HB 7039,2012/07/01 05:00:00+00,2012,7,,,,,,,891,,0,2b8febec-c393-4fa4-ad8b-9a76fc3fee26,747.366715835159,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Denise_Nickerson,no,1957-04-01,Found,56.6,TRUE,seq=7.6; last-mismatch:-4; human:+40; fl:+10; us:+5,"Denise Nickerson was an American actress born on April 1, 1957, best known for her role as Violet Beauregarde in the 1971 film Willy Wonka & the Chocolate Factory. She began her career as a child actress, appearing in stage productions like The Sound of Music and television shows such as The Brady Bunch. After retiring from acting in the late 1970s, she worked in various non-entertainment fields, including as a colorist and in healthcare. Nickerson passed away on July 10, 2019, following a series of health complications, including a stroke and seizures.",,2019-07-10,"New York City, New York, United States","Colorado, United States",female,no,no,no,no,P.E. 'Gene' Carpenter
1576,Pinellas,15,"Sgt. Thomas J. Baitinger, Officer Jeffrey A. Yaslowitz, and Officer David S. Crawford Memorial Highway","That portion of S.R. 687 in Pinellas County from I-275 to I-175 is designated as ""Sgt. Thomas J. Baitinger, Officer Jeffrey A. Yaslowitz, and Officer David S. Crawford Memorial Highway.""",,CS/SB 782,2011/07/01 05:00:00+00,2011,7,,,,,,,892,,0,4af423dc-cf98-4239-9656-e0870b037913,17242.8670712822,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Sgt. Thomas J. Baitinger
1577,Pinellas,15,St. Petersburg/William C. Cramer Memorial Highway,"That portion of I-275 in Pinellas County which extends from the Howard Frankland Bridge to the Skyway Bridge is designated as ""St. Petersburg/William C. Cramer Memorial Highway.""",I-275,HB 9,2004/05/13 05:00:00+00,2004,7,,,,,,,893,,0,516829d7-eb22-4111-85c0-a5de80c2fa86,39512.0519312077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
