state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Florida,Interama Boulevard,,"That portion of S.R. 826 between N.W. 2nd Avenue and Collins Avenue is designated as ""Interama Boulevard.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Jacob Fleishman Street,,"That portion of S.R. 934/N.W. 79th Street between N.W. 14th Avenue and N.W. 9th Avenue in Miami-Dade County is designated as ""Jacob Fleishman Street.""",,Miami‐Dade,Jacob Fleishman,,30.2,false,seq=9.2; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
Florida,James Weldon Johnson Boulevard,,"That portion of S.R. 932 on N.W. 103rd Street in Miami-Dade County, from the west boundary of State House District 108 to N.E. 6th Avenue, is designated as ""James Weldon Johnson Boulevard.""",,Miami‐Dade,James Weldon Johnson,https://en.wikipedia.org/wiki/J._Rosamond_Johnson,64.3,true,seq=13.3; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named after James Weldon Johnson, a notable Florida-born author and civil rights activist, but the Wikipedia article provided is for J. Rosamond Johnson, who was a composer and brother of James Weldon Johnson. While related, they are different individuals.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Jean‐Jacques Dessalines Boulevard,,"That portion of S.R. 922 on N.W. 125th Street in Miami-Dade County, from N.W. 7th Avenue to Griffing Boulevard, is designated as ""Jean-Jacques Dessalines Boulevard.""",,Miami‐Dade,Jean‐Jacques Dessalines,https://en.wikipedia.org/wiki/Jean-Jacques_Dessalines,42.0,true,seq=19.1; human:+40; state-miss(Florida):-10; county-miss:-8,true,"Jean-Jacques Dessalines was born on September 20, 1758, in Grande-Rivière-de-Nippes, Saint-Domingue. He was a key leader of the Haitian Revolution and became the first ruler of an independent Haiti. As Emperor, he abolished slavery and declared the nation's sovereignty in 1804. He was assassinated on October 17, 1806, in Port-au-Prince, Haiti.",[],1758-09-20,1806-10-17,"Grande-Rivière-de-Nippes, Nippes, Saint-Domingue","Port-au-Prince, Ouest, Haiti",male,no,yes,yes,no,,,,,,,,,,
Florida,Jean Baptiste Point du Sable Boulevard,,"That portion of S.R. 934 on N.W. 79th Street between I-95 and N.E. 10th Avenue in Miami-Dade County is designated as ""Jean Baptiste Point du Sable Boulevard.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,"Jefferson Reaves, Sr., Boulevard",,"That portion of N.W. 54th Street in Miami from 32nd Avenue to Biscayne Boulevard is designated as the ""Jefferson Reaves, Sr., Boulevard.""",,Miami‐Dade,"Jefferson Reaves, Sr",,29.2,false,seq=8.2; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
Florida,Jerry Underwood Memorial Highway,US-1,"That portion of U.S. 1, between 296th Avenue S.W. and 304 Street in Miami-Dade County, is designated as the ""Jerry Underwood Memorial Highway.""",,Miami‐Dade,Jerry Underwood,https://en.wikipedia.org/wiki/Jerry_Manuel,60.9,true,seq=11.9; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Jerry Manuel, a former Major League Baseball player and manager, with no apparent connection to Florida or a memorial highway. The 'Jerry Underwood Memorial Highway' in Florida is likely named after a different person (possibly a law enforcement officer or military member), as highway memorials typically honor local figures who died in service, not sports figures.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Jim Mandich Memorial Highway,SR-826,"That portion of S.R. 826/Palmetoo Expressway between on-ramp 87260330 and on-ramp 87260333 in Miami-Dade County is designated as ""Jim Mandich Memorial Highway.""",,Miami‐Dade,Jim Mandich,https://en.wikipedia.org/wiki/Jim_Mandich,47.0,true,seq=20.0; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only the site navigation and header, containing no biographical information about Jim Mandich. Without content confirming the person's identity, profession, or connection to Florida, it cannot be validated as the correct subject for the Jim Mandich Memorial Highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,John F. Cosgrove Highway,SR-821,"That portion of S.R. 821, the Florida Turnpike Homestead Extension, between exit 16 at S.W. 152nd Street and exit 11 at S.W. 216th Street in Miami-Dade County is designated as the ""John F. Cosgrove Highway.""",,Miami‐Dade,John F. Cosgrove,https://en.wikipedia.org/wiki/John_F._Cosgrove,62.0,true,seq=20.0; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about a person named John F. Cosgrove. Without article content confirming the person's identity, profession, or connection to Florida, it cannot be verified as the correct individual for whom the highway is named.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,John F. Kennedy Causeway,,"That the 79th Street Causeway (S.R. 828) from the Atlantic Ocean on the east to the Palmetto Bypass on the west in Miami-Dade County, Florida is designated as the ""John F. Kennedy Causeway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,John H. Levi Highway,,"That portion of S.R. A1A where it intersects the city limits of Miami Beach on Collins Avenue to the MacArthur Causeway in Miami-Dade County, Florida is designated as ""John H. Levi Highway.""",,Miami‐Dade,John H. Levi,https://en.wikipedia.org/wiki/John_G._Levi,47.0,true,seq=18.3; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is designated 'John H. Levi Highway' in Florida, but the Wikipedia article is for 'John G. Levi'. The middle initial mismatch suggests they are different individuals. Additionally, the provided article snippet does not contain any content about the person's background or connection to Florida, making it impossible to confirm relevance.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,John I. Smith Boulevard,,"That portion of U.S. Highway 441 which extends from the Miami-Dade-Broward County line to the Golden Glades Interchange is designated as ""John I. Smith Boulevard.""",,Miami‐Dade,John I. Smith,https://en.wikipedia.org/wiki/Carlos_Smith_%28politician%29,62.2,true,seq=11.2; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'John I. Smith Boulevard' in Florida, but the Wikipedia article is for 'Carlos Smith (politician)', which is a different person. The names do not match, and there is no indication that Carlos Smith is connected to the specific highway or that the highway was named after him.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,"John J. Brunettie, Sr., Avenue",,"That portion of E. 4th Avenue between 21st Street and 25th Street in Miami-Dade County is designated as ""John J. Brunetti, Sr., Avenue.""",,Miami‐Dade,John J. Brunettie,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Florida,John Torrese Family Road,SR-997,"That portion of S.R. 997 between S.W. 288th Street and S.W. 344th Street in Miami-Dade County is designated as ""John Torrese Family Road.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Jorge L. Cabrera Way,,"That portion of Coral Way, S.W. 24th Street, between 107th Avenue and 109th Avenue in Miami-Dade County is designated as ""Jorge L. Cabrera Way.""",,Miami‐Dade,Jorge L. Cabrera,https://en.wikipedia.org/wiki/David_Ortiz,47.0,true,seq=3.0; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is about David Ortiz, a famous baseball player from the Dominican Republic who played for the Boston Red Sox. The highway is named 'Jorge L. Cabrera Way' and is in Florida. The names do not match, and there is no indication that David Ortiz is connected to Jorge L. Cabrera or to Florida in a way that would justify a highway named after him under that name.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Jorge Mas Canosa Boulevard,,"That portion of Biscayne Boulevard in Miami-Dade County between N.E. 6th Street and N.E. 16th Street is designated as ""Jorge Mas Canosa Boulevard.""",,Miami‐Dade,Jorge Mas Canosa,https://en.wikipedia.org/wiki/Joe_Carollo,51.4,true,seq=10.4; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Jorge Mas Canosa Boulevard' in Florida, but the Wikipedia article is for 'Joe Carollo', a different person. Jorge Mas Canosa was a Cuban-American activist and founder of the Cuban American National Foundation, while Joe Carollo is a politician in Miami. The names do not match, and the article subject is not the person the highway is named after.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Jose Regueiro Avenue,,"That portion of W. 20th Avenue in the City of Hialeah between 44th Place and Okeechobee Road in Miami-Dade County is designated as ""Jose Regueiro Avenue.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Joseph Emmanuel 'Manno' Charlemagne Street,,"That portion of 5th street between Eculid Avenue and Lenox Avenue in Miami-Dade County is designated as ""Joseph Emmanuel 'Manno' Charlemagne Street.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Judge Steve Levine Boulevard,US-1,"That portion of U.S. Highway 1 between S.W. 232nd Street and S.W. 248th Street in Miami-Dade County is designated as ""Judge Steve Levine Boulevard.""",,Miami‐Dade,Judge Steve Levine,https://en.wikipedia.org/wiki/Jesse_Levine,60.7,true,seq=14.7; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic Wikipedia interface and does not contain any information about a person named Jesse Levine. Without article content confirming the person's identity, profession, or connection to Florida, it cannot be verified as the correct individual for whom 'Judge Steve Levine Boulevard' is named.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,"Judge Wilkie D. Ferguson, Jr. Boulevard",,"That portion of Honey Hill Drive in Miami-Dade County, from N.W. 27th Avenue to N.W. 47th Avenue is designated as ""Judge Wilkie D. Ferguson, Jr. Boulevard.""",,Miami‐Dade,Wilkie D. Ferguson,https://en.wikipedia.org/wiki/Albert_Tresvant,47.1,true,seq=6.1; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named after Judge Wilkie D. Ferguson, Jr., a Florida judge, but the Wikipedia article is for Albert Tresvant, who is not the namesake of this highway and has no apparent connection to it or Florida in this context.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Judy Drucker Boulevard,,"The portion of Biscayne Boulevard in Miami-Dade County between N.E. 13th Street and N.E. 14th Street is designated as ""Judy Drucker Boulevard.""",,Miami‐Dade,Judy Drucker,https://en.wikipedia.org/wiki/Hecky_Krasnow,42.0,true,seq=4.8; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The Wikipedia article is for Hecky Krasnow, but the highway is named 'Judy Drucker Boulevard'. The names do not match, and there is no indication in the provided text that Hecky Krasnow is connected to Judy Drucker or the state of Florida in a way that would justify this memorial naming.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Julia Tuttle Causeway,,"The 36th Street causeway across Biscayne Bay between Miami and Miami Beach is designated as the ""Julia Tuttle Causeway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Julia Tuttle Way,,"That portion of Biscayne Boulevard Way between S.E. 2nd Avenue and U.S. 1 in Miami-Dade County is designated as ""Julia Tuttle Way.""",,Miami‐Dade,Julia Tuttle,https://en.wikipedia.org/wiki/Julia_Tuttle,67.0,true,seq=20.0; human:+40; state(Florida):+10; county-miss:-8; us:+5,true,"Julia Tuttle was an American businesswoman and real estate investor born in 1849. She is known as the only woman to have founded a major American city, Miami, Florida. Tuttle moved to South Florida in the 1890s and orchestrated the land deal that led to the city's incorporation in 1896. She died in 1898, leaving a lasting legacy as the 'Mother of Miami.'",[],1849-01-01,1898-01-01,"Cleveland, Ohio, United States","Miami, Florida, United States",female,no,no,no,no,,,,,,,,,,
Florida,Killian Drive State Historic Highway,,"That portion of S.R. 990 from S.R. 874 to U.S. 1 is designated as ""Killian Drive State Historic Highway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Le Jeune State Historic Road,,"That portion of Le Jeune Road within the city limits of the City of Coral Gables and the City of Miami and between U.S. Highway 1 and Cartagena Plaza is designated as the ""Le Jeune State Historic Road.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Lincoln‐Marti Boulevard,,"That portion of S.W. 1st Street between 9th and 10th Avenue in Miami is designated as ""Lincoln-Marti Boulevard.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Lolo Villalobos Way,,"That portion of S.R. 972 from S.W. 22nd Avenue to S.W. 25th Avenue in Miami-Dade County is designated as the ""Lolo Villalobos Way.""",,Miami‐Dade,Lolo Villalobos,https://en.wikipedia.org/wiki/J._Alex_Villalobos,65.5,true,seq=14.5; human:+40; state(Florida):+10; county-miss:-8; us:+5,true,"J. Alex Villalobos is a former American politician who served in the Florida Senate. He was born on June 20, 1964, in Miami, Florida, and is still alive as of the provided information. His career was primarily focused on public service and legislative work in Florida. He is recognized for his contributions to state-level politics.",['University of Florida'],1964-06-20,,"Miami, Florida, United States",not found,male,no,yes,no,no,,,,,,,,,,
Florida,Loring P. Evans Memorial Boulevard,,"That portion of S.W. 8th Street from 32nd Avenue to 34th Avenue in Miami is designated as ""Loring P. Evans Memorial Boulevard.""",,Miami‐Dade,Loring P. Evans,https://en.wikipedia.org/wiki/Rick_Pitino,43.7,true,seq=7.7; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The highway is named 'Loring P. Evans Memorial Boulevard' in Florida, but the Wikipedia article is for Rick Pitino, a basketball coach with no apparent connection to Loring P. Evans or this specific memorial designation. The article subject does not match the name on the highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Lourdes P. Aguila Street,,"That portion of S.W. 12th Avenue from Coral Way to S.W. 16th Street in Miami-Dade County is designated as ""Lourdes P. Aguila Street.""",,Miami‐Dade,Lourdes P. Aguila,,27.9,false,seq=6.9; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
Florida,Lt. Colonel Charles Brown Memorial Highway,US-1,"That portion of U.S. Highway 1 between S.W. 104th Street and S.W. 112th Street in Miami-Dade County is designated as ""Lt. Colonel Charles Brown Memorial Highway.""",,Miami‐Dade,Lt. Colonel Charles Brown,https://en.wikipedia.org/wiki/Benjamin_Kendrick_Pierce,47.0,true,seq=4.1; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article for Benjamin Kendrick Pierce does not mention a 'Lt. Colonel Charles Brown Memorial Highway' in Florida. Benjamin Kendrick Pierce was a U.S. Army officer and brother of President Franklin Pierce, with no documented connection to Florida or a highway named after Charles Brown. The name mismatch (Benjamin Kendrick Pierce vs. Charles Brown) and lack of state connection indicate this is not the correct person for the memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Luis Conte Aguero Way,,"That portion of 27th Avenue between Coral Way and S.W. 8th Street in Miami-Dade County is designated as ""Luis Conte Aguero Way.""",,Miami‐Dade,Luis Conte Aguero,https://en.wikipedia.org/wiki/Mary_Jo_Peppler,47.0,true,seq=3.8; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Mary Jo Peppler, a volleyball player, but the highway is named 'Luis Conte Aguero Way', which suggests it should be named after Luis Conte Aguero. There is a mismatch between the person the highway is named after (as indicated by the name) and the person in the article.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Maestro Luis Casas Romero Way,,"That portion of S.R. 968, or Flagler Street, which lies between 14th Avenue S.W. and 16th Avenue S.W. in the City of Miami, is designated as ""Maestro Luis Casas Romero Way.""",,Miami‐Dade,Maestro Luis Casas Romero,,35.7,false,seq=9.7; human:+40; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Manny Añon Memorial Boulevard,,"That portion of N.W. 7th Avenue from 25th Street to 27th Street in Miami is designated as ""Manny Añon Memorial Boulevard.""",,Miami‐Dade,Manny Añon,,28.3,false,seq=7.3; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
Florida,Manolo Reyes Way,,"That portion of S.W. 3rd Avenue from 26th Road to 27th Road in Miami is designated as ""Manolo Reyes Way.""",,Miami‐Dade,Manolo Reyes,https://en.wikipedia.org/wiki/Manolo_Reyes,67.0,true,seq=20.0; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text appears to be a generic Wikipedia interface and navigation menu, not the actual content of an article about a person named Manolo Reyes. There is no information about a person, their connection to Florida, or their relevance for a highway naming. Without article content, it cannot be validated as the correct person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Manuel Capo Boulevard,,"That portion of S.W. 8th Street between S.W. 24th Street and S.W. 27th Avenue in Miami-Dade County is designated as ""Manuel Capo Boulevard.""",,Miami‐Dade,Manuel Capo,https://en.wikipedia.org/wiki/Carlos_Lehder,47.0,true,seq=5.0; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Carlos Lehder, a German-Colombian drug lord and co-founder of the Medellín Cartel. The highway is named 'Manuel Capo Boulevard', which does not match his name. Additionally, there is no known connection between Carlos Lehder and Florida that would warrant a memorial highway, and his criminal background makes it highly unlikely for a public road to be named after him.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Manuel Capo Way,,"That portion of S.W. 88th Street between S.W. 137th Avenue and S.W. 142nd Avenue in Miami-Dade County is designated as ""Manuel Capo Way.""",,Miami‐Dade,Manuel Capo,https://en.wikipedia.org/wiki/Carlos_Lehder,47.0,true,seq=5.0; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Carlos Lehder, a German-Colombian drug lord and co-founder of the Medellín Cartel. The highway is named 'Manuel Capo Boulevard', which does not match his name. Additionally, there is no known connection between Carlos Lehder and Florida that would warrant a memorial highway, and his criminal background makes it highly unlikely for a public road to be named after him.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Marilyn Culp Way,,"That portion of Coral Way between S.W. 31st Avenue and S.W. 25th Avenue in Miami-Dade County is designated as ""Marilyn Culp Way.""",,Miami‐Dade,Marilyn Culp,https://en.wikipedia.org/wiki/Barbara_Bush,47.7,true,seq=6.7; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Marilyn Culp Way' in Florida, but the Wikipedia article is about Barbara Bush, a former First Lady of the United States. There is no indication that Barbara Bush is connected to the name 'Marilyn Culp' or that she has a specific memorial highway in Florida. The article subject does not match the highway name.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Marjory Stoneman Douglas Sunset Drive,,"That portion of S.W. 72nd Street from S.W. 42nd Avenue to S.W. 157th Avenue in Miami-Dade County is desiganted as ""Marjory Stoneman Douglas Sunset Drive.""",,Miami‐Dade,Marjory Stoneman Douglas Sunset,https://en.wikipedia.org/wiki/Karamo_Brown,47.0,true,seq=5.6; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Karamo Brown, a reality TV personality and activist, not Marjory Stoneman Douglas, a prominent environmentalist and conservationist for whom the highway is named. The article does not mention any connection to Florida highways or the namesake of 'Marjory Stoneman Douglas Sunset Drive'.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Marlins Expressway,,"The Gratigny Parkway (S.R. 924) is designated as the ""Marlins Expressway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Martha Flores Way,,"The portion of 8th Street in Miami-Dade County from S.W. 42nd Avenue to S.W. 47th Avenue is designated as ""Martha Flores Way.""",,Miami‐Dade,Martha Flores,,36.8,false,seq=12.8; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Mary Ellen Miller Way,,"That portion of Hialeah Drive between Okeechobee Road and LeJeune Road in Miami-Dade County is designated as ""Mary Ellen Miller Way.""",,Miami‐Dade,Mary Ellen Miller,https://en.wikipedia.org/wiki/Carol_Marbin_Miller,58.2,true,seq=12.2; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The highway is named 'Mary Ellen Miller Way', but the Wikipedia article is for 'Carol Marbin Miller', a different person. The names do not match, and there is no indication in the provided text that Carol Marbin Miller is connected to Mary Ellen Miller or that the highway was named after her.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Maurice Rosen Boulevard,,"That portion of S.R. 916 (N.E. 135th Street), from I-95 to S.R. 5, in Miami is designated as ""Maurice Rosen Boulevard.""",,Miami‐Dade,Maurice Rosen,https://en.wikipedia.org/wiki/Marcy_Rosen,47.0,true,seq=16.7; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Marcy Rosen, a cellist, with no connection to Florida or a highway memorial. The highway is named 'Maurice Rosen Boulevard,' which is a different name and likely refers to a different person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Mayor General Ignacio Agramonte y Loynaz Roadway,,"That portion of West Flagler Street from S.W. 27th Avenue to S.W. 42nd Avenue is designated as the ""Mayor General Ignacio Agramonte y Loynaz Roadway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Miami Medical Team Way,,"That portion of S.R. 972/S.W. 22nd Street between S.W. 24th Avenue and S.R. 9/S.W. 27th Avenue in Miami-Dade County is designated as ""Miami Medical Team Way.""",,Miami‐Dade,Miami Medical Team,https://en.wikipedia.org/wiki/Jason_Williams_%28basketball%2C_born_1975%29,47.0,true,seq=3.8; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article provided is only a generic Wikipedia interface and does not contain any content about Jason Williams (basketball, born 1975). Without article content confirming the person's connection to Florida or the highway naming, we cannot verify the match. Additionally, a basketball player is an unlikely candidate for a highway memorial, which typically honors local figures, military, or public servants.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Milton Littman Memorial Bridge,,"The bridge that spans the Intracoastal Waterway on S.R. 826 in Miami-Dade County is designated as the ""Milton Littman Memorial Bridge.""",,Miami‐Dade,Milton Littman,,24.3,false,seq=8.3; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Miss Lillie Williams Boulevard,,"That portion of N.W. 79th Street between N.W. 6th Avenue and N.W. 7th Avenue in Miami-Dade County is designated as ""Miss Lillie Williams Boulevard.""",,Miami‐Dade,Miss Lillie Williams,https://en.wikipedia.org/wiki/Hank_Williams,41.9,true,seq=10.9; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Miss Lillie Williams Boulevard' in Florida, but the Wikipedia article is for Hank Williams, a famous country music singer from Alabama. The names do not match, and there is no indication that Hank Williams is connected to Florida or that a highway would be named after him as 'Miss Lillie Williams'.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Monsignor Emilio Vallina Avenue,,"The portion of West Flagler Street in Miami-Dade County between 13th Avenue and 14th Avenue is designated as ""Monsignor Emilio Vallina Avenue.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Mrs. Ann Carlton Bridge,US-1,"Bridge Number 870002 on U.S. Highway 1/S.R. 5/Biscayne Boulevard between N.E. 77th Street and N.E. 78th Street crossing Little River Canal in Miami-Dade County is designated as ""Mrs. Ann Carlton Bridge.""",,Miami‐Dade,Mrs. Ann Carlton,https://en.wikipedia.org/wiki/William_Chapman_Potter,42.3,true,seq=6.3; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The highway is named 'Mrs. Ann Carlton Bridge' (female name), but the Wikipedia article is for 'William Chapman Potter' (male name). The names do not match, and there is no indication in the provided text that William Chapman Potter is connected to Ann Carlton or the bridge in Florida.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,MSgt. Benjamin Strickland Highway,SR-836,"That portion of S.R. 836 between 97th Avenue and 137th Avenue in Miami-Dade County is designated as ""MSgt. Benjamin Strickland Highway.""",,Miami‐Dade,MSgt. Benjamin Strickland,,0.0,false,seq=4.3; last-mismatch:-4; state-miss(Florida):-10; county-miss:-8; nobility:-40,,,,,,,,,,,,,,,,,,,,,,
Florida,Natan R. Rok Boulevard,,"That portion of East Flagler Street from North Miami Avenue to N.E. 2nd Avenue in Miami, Florida, is designated as ""Natan R. Rok Boulevard.""",,Miami‐Dade,Natan R. Rok,,0.0,false,seq=1.9; last-mismatch:-4; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Norman Giller Bridge,,"The east bridge on the 192nd Street Causeway is designated as the ""Norman Giller Bridge.""",,Miami‐Dade,Norman Giller,https://en.wikipedia.org/wiki/Bruce_McGill,50.6,true,seq=9.6; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Bruce McGill, an actor, not Norman Giller. The highway is named 'Norman Giller Bridge' in Florida, and the article subject does not match the name. Additionally, Bruce McGill has no known connection to Florida or a background that would typically warrant a highway memorial (e.g., law enforcement, military, or local public service).",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,North Miami Beach Boulevard,SR-826,"That portion of S.R. 826 between N.W. 2nd Avenue and Biscayne Boulevard is redesignated as ""North Miami Beach Boulevard.""",,Miami‐Dade,North Miami Beach,,24.8,false,seq=15.8; last-mismatch:-4; state(Florida):+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
Florida,Ofelia Perez‐Roura Memorial Way,,"That portion of Coral Way extending between S.W. 28th Avenue and S.W. 29th Avenue in Miami is designated as the ""Ofelia Perez-Roura Memorial Way.""",,Miami‐Dade,Ofelia Perez‐Roura,,0.0,false,seq=7.3; last-mismatch:-4; state-miss(Florida):-10; county-miss:-8; nobility:-40,,,,,,,,,,,,,,,,,,,,,,
Florida,Olga Guillot Way,,"That portion of S.W. 8th Street from 17th Avenue to 12th Avenue in Miami-Dade County is designated as the ""Olga Guillot Way.""",,Miami‐Dade,Olga Guillot,https://en.wikipedia.org/wiki/Arturo_Sandoval,47.0,true,seq=3.0; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Olga Guillot Way' after Olga Guillot, a Cuban singer, but the Wikipedia article is for Arturo Sandoval, a Cuban jazz musician. The names do not match, and there is no indication that Arturo Sandoval is connected to this specific memorial in Florida.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
