id,state,highway_name,route_no,from_location,to_location,county,person_name,tier,normalized_routes,parsed_from,parsed_to,parsed_county,from_lat,from_lon,from_geocode_source,to_lat,to_lon,to_geocode_source,centroid_lat,centroid_lon,centroid_source,status,confidence,path_length_miles,path_source,error_notes
4537,Florida,Belen Presidents Way,US-41,"That portion of U.S. 41/S.R. 90/Tamiami Trail/S.W. 8th Street between S.W. 127th Avenue to S.W. 132nd Avenue in Miami-Dade County is designated as ""Belen Presidents Way.""",,Miami‐Dade,Belen Presidents,3,"[{""type"": ""us_route"", ""ref"": ""US 41""}]",,,Miami‐Dade,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4538,Florida,Betty Pino Way,US-41,"That portion of U.S. 41/S.R. 90/Tamiami Trail/S.W. 8th Street between S.W. 37th Avenue and Ponce de Leon Boulevard in Miami-Dade County is designated as ""Betty Pino Way.""",,Miami‐Dade,Betty Pino,3,"[{""type"": ""us_route"", ""ref"": ""US 41""}]",,,Miami‐Dade,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4539,Florida,Lorenzo de Toro Way,US-41,"That portion of U.S. 41/S.R. 90/S.W. 8th Street between S.W. 53rd Avenue and S.W. 56th Avenue in Miami-Dade County is designated as ""Lorenzo de Toro Way.""",,Miami‐Dade,,3,"[{""type"": ""us_route"", ""ref"": ""US 41""}]",,,Miami‐Dade,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4540,Florida,Muhammad Ali Boulevard,US-441,"That portion of U.S. 441/S.R. 7 between N.W. 52nd Street and N.W. 65th Street in Miami-Dade County is designated as ""Muhammad Ali Boulevard.""",,Miami‐Dade,Muhammad Ali,3,"[{""type"": ""us_route"", ""ref"": ""US 441""}]",,,Miami‐Dade,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4541,Florida,Nelson Mandela Boulevard,US-441,"That portion of U.S. 441/S.R. 7/N.W. 2nd Avenue between S.R. 860/N.W. 183rd Street and S.R. 852/N.W. 215th/County Line Road in Miami-Dade County is designated as ""Nelson Mandela Boulevard.""",,Miami‐Dade,Nelson Mandela,3,"[{""type"": ""us_route"", ""ref"": ""US 441""}]",,,Miami‐Dade,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4542,Florida,Indian Key Irving R. Eyster Bridge,,"Bridge number 900095 over Indian Key Channel on U.S. 1/S.R. 5 in Monroe County is designated as ""Indian Key Irving R. Eyster Bridge.""",,Monroe,Indian Key Irving R. Eyster,3,[],,,Monroe,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4543,Florida,Irene U. Hooper Memorial Bridges,,"The pair of bridges, bridge numbers 900110 and 900111, over Pine Channel on U.S. 1/S.R. 5 in Monroe County is designated as the ""Irene U. Hooper Memorial Bridges.""",,Monroe,Irene U. Hooper,3,[],,,Monroe,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4544,Florida,POW/MIA Memorial Highway,SR-574,That portion of S.R. 574 between I-75/S.R. 93A and I-4/S.R. 400 in Hillsborough County is designated as “POW/MIA Memorial Highway.”,,Hillsborough,,3,"[{""type"": ""state_route"", ""ref"": ""SR 574""}]",,,Hillsborough,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4545,Florida,"RADM LeRoy Collins, Jr., Veterans Expressway",SR-589,"That portion of S.R. 589 and S.R. 568/Veterans Expressway between S.R. 60/Courtney Campbell Causeway and S.R. 597/Dale Mabry Highway in Hillsborough County is designated as “RADM LeRoy Collins, Jr., Veterans Expressway.”",,Hillsborough,,3,"[{""type"": ""state_route"", ""ref"": ""SR 589""}]",,,Hillsborough,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4546,Florida,Gulf Coast Highway,US-19,"That portion of U.S. 19/S.R. 55 between the Pinellas County line and the Hernando County line in Pasco County is designated as ""Gulf Coast Highway.""",,Pasco,Gulf Coast,3,"[{""type"": ""us_route"", ""ref"": ""US 19""}]",,,Pasco,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4547,Florida,C.W. 'Bill' Young Memorial Highway,,"That portion of S.R. 694/C.R. 694/Park Boulevard between U.S. 19/S.R. 55 and S.R. 699 Gulf Boulevard in Pinellas County is designated as ""C.W. 'Bill' Young Memorial Highway.""",,Pinellas,,3,[],,,Pinellas,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4548,Florida,C. Bette Wimbish Highway,I-375,"That portion of I-375/S.R. 592 between I-275 and S.R. 595/4th Avenue in Pinellas County is designated as ""C. Bette Wimbish Highway.""",,Pinellas,C. Bette Wimbish,3,"[{""type"": ""interstate"", ""ref"": ""I 375""}]",,,Pinellas,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4549,Florida,Senator Gerald S. ‘Jerry’ Rehm Highway,SR-580,"That portion of S.R. 580 in Pinellas County is designated as ""Senator Gerald S. 'Jerry' Rehm Highway.""",,Pinellas,,3,"[{""type"": ""state_route"", ""ref"": ""SR 580""}]",,,Pinellas,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4550,Florida,Purple Heart Trail,SR-60,"That portion of S.R. 60 between the Hillsborough County line and Mandalay Avenue in Pinellas County is designated as ""Purple Heart Trail.""",,Pinellas,,3,"[{""type"": ""state_route"", ""ref"": ""SR 60""}]",,,Pinellas,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4551,Florida,Albert W. Gilchrist Bridge,US-41,"A bridge being constructed in Charlotte County which will span the Peace River, is designated as the ""Albert W. Gilchrist Bridge.""",,Charlotte,Albert W. Gilchrist,3,"[{""type"": ""us_route"", ""ref"": ""US 41""}]",,,Charlotte,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4552,Florida,Babcock Intersection,SR-31,"The intersection of State Road 31 and State Road 74 in Charlotte County should be designated as ""Babcock Intersection.""",,Charlotte,,3,"[{""type"": ""state_route"", ""ref"": ""SR 31""}]",,,Charlotte,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4553,Florida,Tom Adams Bridge,,"The bridge constructed across Lemon Bay at the City of Englewood in Charlotte County is designated as the ""Tom Adams Bridge.""",,Charlotte,Tom Adams,3,[],,,Charlotte,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4554,Florida,Frank Road,,"That portion of Golden Gate Parkway and former S.R. 851 to the intersection of S.R. 31 in Collier County is designated as ""Frank Road.""",,Collier,,3,[],,,Collier,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4555,Florida,Goodlette Road,,"That portion of former S.R. 951 that intersects with S.R. 31 in Collier County is designated as ""Goodlette Road.""",,Collier,,3,[],,,Collier,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4556,Florida,Judge S. S. Jolley Bridge,SR-951,"The Marco Island Bridge on State Road 951, located 6 miles south of United States Highway 41, over the Marco River in Collier County, is hereby designated as the ""Judge S. S. Jolley Bridge.""",,Collier,Judge S. S. Jolley,3,"[{""type"": ""state_route"", ""ref"": ""SR 951""}]",,,Collier,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4557,Florida,"Ted Smallwood, Sr. Causeway",,"That portion of C.R. 29 in Collier County that extends from Everglades City to Chokoloskee Island is designated as the ""Ted Smallwood, Sr. Causeway.""",,Collier,,3,[],,,Collier,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4558,Florida,S. Chesterfield Smith Bridge,SR-70,"The bridge over the Peace River on S.R. 70 in DeSoto County near Arcadia is designated as the ""S. Chesterfield Smith Bridge.""",,DeSoto,S. Chesterfield Smith,3,"[{""type"": ""state_route"", ""ref"": ""SR 70""}]",,,DeSoto,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4559,Florida,Mamie Langdale Memorial Bridge,,"The new U.S. Highway 27 bridge in the city of Moore Haven in Glades County is designated as ""Mamie Langdale Memorial Bridge.""",,Glades,Mamie Langdale,3,[],,,Glades,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4560,Florida,Purple Heart Memorial Highway,US-27,"That portion of U.S. Highway 27 that lies within Highlands County is designated as ""Purple Heart Memorial Highway.""",,Highlands,,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Highlands,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4561,Florida,Harry Stringfellow Road,,"That portion of C.R. 767 on Pine Island in Lee County, Florida is designated as ""Harry Stringfellow Road.""",,Lee,,3,[],,,Lee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4562,Florida,Matanzas Pass Bridge,,"The bridge on S.R. 865 in Lee County that lies between the City of Ft. Myers and the City of Ft. Myers Beach and spans the waters of Matanzas Pass is designated as the ""Matanzas Pass Bridge.""",,Lee,Matanzas Pass,3,[],,,Lee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4563,Florida,McGregor Boulevard State Historic Highway,SR-867,"That portion of S.R. 867 from its intersection with U.S. 41 in Fort Myers south to its intersection with College Parkway in Fort Myers is designated as ""McGregor Boulevard State Historic Highway.""",,Lee,,3,"[{""type"": ""state_route"", ""ref"": ""SR 867""}]",,,Lee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4564,Florida,Michael G. Rippe Parkway,SR-739,"That portion of S.R. 739 in Lee County known as Metro Parkway Extension between Six Mile Cypress Parkway and U.S. 41/Alico Road is designated as ""Michael G. Rippe Parkway.""",,Lee,,3,"[{""type"": ""state_route"", ""ref"": ""SR 739""}]",,,Lee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4565,Florida,Anna Maria Island Bridge,SR-65,"The bridge on S.R. 64 between Perico island and Anna Maria island is named ""Anna Maria Island Bridge.""",,Manatee,Anna Maria Island,2,"[{""type"": ""state_route"", ""ref"": ""SR 65""}]","The bridge on S.R. 64 between Perico island and Anna Maria island is named ""Anna Maria Island Bridge.""",,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,"phase2: from 'The bridge on S.R. 64 between Perico island and Anna Maria island is named ""Anna Maria Island Bridge.""': no result | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints"
4566,Florida,H. E. Boyd Bridge,US-19,"That bridge on S.R. 55 crossing Terra Ceia Bay and connecting Terra Ceia Island with the mainland of Manatee County is designated as the ""H. E. Boyd Bridge.""",,Manatee,H. E. Boyd,3,"[{""type"": ""us_route"", ""ref"": ""US 19""}]",,,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4567,Florida,Longboat Key Bridge,,"The bridge on S.R. 789 between Anna Maria Island and Longboat Key is named ""Longboat Key Bridge.""",,Manatee,Longboat Key,5,[],"The bridge on S.R. 789 between Anna Maria Island and Longboat Key is named ""Longboat Key Bridge.""",,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,"phase2: from 'The bridge on S.R. 789 between Anna Maria Island and Longboat Key is named ""Longboat Key Bridge.""': no result | phase3: osm_name: no result | osrm: no result or missing endpoints"
4568,Florida,Palma Sola Bridge,,"The bridge on S.R. 64 between Perico Island and the mainland is designated as ""Palma Sola Bridge.""",,Manatee,Palma Sola,3,[],,,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4569,Florida,Southeastern Guide Dog Memorial Overpass,,"The overpass on 77th Avenue East, Bridge Number 130090 over I-275 in Manatee County is designated as ""Southeastern Guide Dog Memorial Overpass.""",,Manatee,,3,[],,,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4570,Florida,Trooper Jeffery Dale Young Memorial Bridge,I-75,"The bridge on I-75, that spans the Manatee River is designated as the ""Trooper Jeffrey Dale Young Memorial Bridge.""",,Manatee,Trooper Jeffery Dale Young,3,"[{""type"": ""interstate"", ""ref"": ""I 75""}]",,,Manatee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4571,Florida,American Legion Memorial Highway,I-75,"That portion of I-75 within the State of Florida is designated as ""American Legion Memorial Highway.""",,Multiple Counties,American Legion,3,"[{""type"": ""interstate"", ""ref"": ""I 75""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4572,Florida,Bob Bentley Highway,SR-29,"That former S.R. 164 that runs from Venus, Florida in Highlands County to Everglades City, Florida in Collier County is designated as ""Bob Bentley Highway.""",,Multiple Counties,Bob Bentley,3,"[{""type"": ""state_route"", ""ref"": ""SR 29""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4573,Florida,Cecil M. Webb Highway,I-4,"That portion of I-4 that is contructed from St. Petersburg to Daytona Beach, Florida, is designated as the ""Cecil M. Webb Highway.""",,Multiple Counties,Cecil M. Webb,3,"[{""type"": ""interstate"", ""ref"": ""I 4""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4574,Florida,Charlie Miner Memorial Highway,US-27,"That portion of U.S. Highway 27 lyring between the towns of Clewiston and South Bay in the counties of Hendry and Palm Beach, is designated as the ""Charlie Miner Memorial Highway.""",,Multiple Counties,Charlie Miner,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4575,Florida,Citrus Boulevard,US-27,"That portion of S.R. 25 from Ocala in Marion County to Lake Placid in Highlands County is designated as ""Citrus Boulevard.""",,Multiple Counties,,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4576,Florida,Claude Pepper Memorial Highway,US-27,"U.S. Highway 27 within the State of Florida is designated the ""Claude Pepper Memorial Highway.""",,Multiple Counties,Claude Pepper,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4577,Florida,Coast to Coast Highway,,"That portion of State Highways 70/72/710/758 beginning in Sarasota County and extending to U.S. Highway 1 in Palm Beach County is designated as ""Coast to Coast Highway.""",,Multiple Counties,,3,[],,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4578,Florida,DeSoto Trail,US-17,"That the paved public highway from Arcadia, via Fort Ogden, DeSoto County, Florida, to Punta Gorda, Charlotte County, Florida, is designated as the ""DeSoto Trail.""",,Multiple Counties,,3,"[{""type"": ""us_route"", ""ref"": ""US 17""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4579,Florida,E. C. Rowell Highway,SR-471,"That portion of S.R. 471 from S.R. 35 near Lakeland, Polk County, north approximately thirty-five (35) miles to its intersection with S.R. 35 near Sumterville, Sumter County, is designated as the ""E. C. Rowell Highway.""",,Multiple Counties,E. C. Rowell,3,"[{""type"": ""state_route"", ""ref"": ""SR 471""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4580,Florida,Florida Cracker Trail,SR-64,"That portion of U.S. Highways 17/98/441, State Highways 64/66/68, and County Road 68 as well as Indian River Drive in Fort Pierce, St. Lucie County is designated as the ""Florida Cracker Trail.""",,Multiple Counties,,3,"[{""type"": ""state_route"", ""ref"": ""SR 64""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4581,Florida,Lawton Chiles Trail,,"That portion of U.S. Highways 1/17/27/90/92//98/301/441, State Highways 4/24/40/44/80//100/415/618/776/838, and County Road 880 from Century, Florida to Key West, Florida is designated as ""Lawton Chiles Trail.""",,Multiple Counties,,3,[],,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4582,Florida,Martin Highway,SR-714,"That portion of S.R. 714, extending from Stuart to Palm City and thence to Okeechobee is designated as ""Martin Highway.""",,Multiple Counties,,3,"[{""type"": ""state_route"", ""ref"": ""SR 714""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4583,Florida,Paradise Drive,US-41,"That portion of U.S. Highways 1/19/27/27A/41/90/541 and State Highways 41/50/336 from the Alabama-Florida state line to Key West, Florida is designated as ""Paradise Drive.""",,Multiple Counties,,3,"[{""type"": ""us_route"", ""ref"": ""US 41""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4584,Florida,Purple Heart Highway,US-27,"That portion of U.S. Highway 27 between the Florida-Georgia border in Gadsden County and Biscayne Bay in Miami-Dade County is designated as ""Purple Heart Highway.""",,Multiple Counties,,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4585,Florida,Ronald Reagan Turnpike,SR-91,"The Florida Turnpike consisting of the 312 contguous miles of limited access toll highway stretching from Florida City and ending at the junction with I-75 in North Central Florida is designated as the ""Ronald Reagan Turnpike.""",,Multiple Counties,,3,"[{""type"": ""state_route"", ""ref"": ""SR 91""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4586,Florida,Swearingen Highway,,"That portion of S.R. 60 that starts in Polk County and passes through to Hillsborough County in Florida is designated as the ""Swearingen Highway.""",,Multiple Counties,,3,[],,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4587,Florida,Thomas W. Bryant Highway,,"That portion of S.R. 33, that lies between the City of Lakeland, in Polk County, and the city of Leesburg, in Lake County is designated as ""Thomas W. Bryant Highway.""",,Multiple Counties,Thomas W. Bryant,3,[],,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4588,Florida,Warfield Highway,SR-710,"That portion of S.R. 710, extending from Stuart to Indiantown, and thence to Okeechobee is designated as ""Warfield Highway.""",,Multiple Counties,,3,"[{""type"": ""state_route"", ""ref"": ""SR 710""}]",,,Multiple Counties,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4589,Florida,Billy Bowlegs III Bridge,,"The bridge on S.R. 70 which spans the Kissimmee River is designated as the ""Billy Bowlegs III Bridge.""",,Okeechobee,Billy Bowlegs III,3,[],,,Okeechobee,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4590,Florida,General James A. Van Fleet Bridge,US-27,"That portion of U.S. Highway 27 in Polk County which crosses U.S. Highway 17/92 (Bridge No. 160301) is designated as the ""General James A. Van Fleet Bridge.""",,Polk,James A. Van Fleet,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4591,Florida,"George W. Harris, Jr. Boulevard",US-98,"That portion of U.S. Highway 98/State Road 35/700 in Polk County between Main Street in Bartow and Main Street in Lakeland is designated as ""George W. Harris, Jr. Boulevard.""",,Polk,George W. Harris,3,"[{""type"": ""us_route"", ""ref"": ""US 98""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4592,Florida,Heather Hurd Memorial Highway,US-27,"That portion of U.S. Highway 27 in Polk County between Sand Mine Road and U.S. Highway 192 is designated as ""Heather Hurd Memorial Highway.""",,Polk,Heather Hurd,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4593,Florida,James Henry Mills Medal of Honor Parkway,SR-570,"That portion of the Polk County Parkway from I-4 at the Polk/Hillsborough county line east to S.R. 37 in Lakeland is designated as the ""James Henry Mills Medal of Honor Parkway.""",,Polk,,3,"[{""type"": ""state_route"", ""ref"": ""SR 570""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4594,Florida,John L. Robinson Highway,,"That portion of S.R. 37 and Fort Green Road within the boundaries of Polk County, Florida is designated as the ""John L. Robinson Highway.""",,Polk,John L. Robinson,3,[],,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4595,Florida,L. H. Recker Highway,SR-655,"That portion of S.R. 655, that is between Eloise and Auburndale in Polk County, Florida, is designated as the ""L. H. Recker Highway.""",,Polk,L. H. Recker,3,"[{""type"": ""state_route"", ""ref"": ""SR 655""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4596,Florida,Lisle W. Smith Highway,US-27,"That part of U.S. Highway 27 passing through Polk County, Florida, beginning at the north boundary line of Polk County, Florida, and extending in a southerly direction to the city of Haines City, Florida, is designated as the ""Lisle W. Smith Highway.""",,Polk,Lisle W. Smith,3,"[{""type"": ""us_route"", ""ref"": ""US 27""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
4597,Florida,Milton D. Wilson Highway,,"That portion of S.R. 35 in Polk County, Florida is designated as the ""Milton D. Wilson Highway.""",,Polk,Milton D. Wilson,3,[],,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: osm_name: no result | osrm: no result or missing endpoints
4598,Florida,W.S. Badcock Boulevard,SR-37,"S.R. 37 from S.R. 60 (mile marker 18.179 to Main Street (mile marker 28.647) in Lakeland is hereby designated as the ""W.S. Badcock Boulevard.""",,Polk,W.S. Badcock,3,"[{""type"": ""state_route"", ""ref"": ""SR 37""}]",,,Polk,,,,,,,27.766279,-81.686783,state_centroid,centroid_found,very_low,,,phase1b: LLM returned no parseable JSON | phase3: overpass: no route geometry | osm_name: no result | osrm: no result or missing endpoints
